Postcode,Negative income,Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,999 ($104,000-$155,999)","$3,000 or more ($156,000 or more)",Not_stated_income,Not_applicable_income,Nil payments,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated_rent,Not applicable_rent
4158,8,214,90,193,248,286,239,294,331,300,199,159,102,129,60,219,684,11,0,4,9,4,12,6,25,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,556
4159,29,931,527,746,892,950,954,922,1028,1114,743,673,416,585,323,922,2724,6,9,0,5,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,556
4160,54,1298,721,894,1128,1095,1058,1190,1265,1278,929,868,561,1038,640,707,3415,5,0,0,3,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286
4161,50,963,550,909,1125,1083,991,1212,1372,1444,873,715,412,455,135,708,3256,4,0,4,4,4,3,9,9,0,15,3,0,0,5,0,0,0,0,0,0,0,0,0,0,709
4163,43,922,557,774,1188,1219,1087,999,1026,1016,716,609,420,587,508,1025,2101,3,0,5,0,0,0,0,9,10,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,510
4164,31,1037,590,703,847,823,831,918,1051,1106,770,725,418,700,419,654,3074,0,0,3,4,0,10,10,11,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,795
4165,120,2214,1260,1803,2448,2392,2431,2303,2579,2702,1916,1726,1098,1489,655,1987,7696,18,33,43,88,36,86,65,68,43,54,30,53,6,21,3,10,0,4,0,0,0,0,0,25,2461
4169,60,958,339,725,737,847,763,825,962,1202,989,841,546,977,860,1201,1155,7,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,364
4170,75,1240,673,937,1023,1188,1182,1269,1678,1956,1525,1450,1053,1853,1263,1598,4555,12,4,6,16,3,13,13,20,9,22,0,0,0,0,0,0,0,3,4,0,0,0,4,8,752
4171,39,1031,494,503,530,558,606,654,886,1047,860,855,676,1304,1576,1022,3079,9,0,0,0,0,0,4,11,0,3,0,0,0,0,0,0,0,0,3,3,0,0,5,8,281
4172,7,263,109,204,188,221,183,262,295,352,278,213,186,250,155,265,864,0,0,3,0,0,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,211
4173,18,455,226,424,525,520,484,534,713,781,490,412,265,343,100,425,1551,14,5,4,16,5,32,21,17,9,23,7,15,0,0,0,0,0,4,3,0,0,0,0,9,845
4174,9,136,62,98,130,129,137,195,199,234,125,137,57,74,20,118,518,56,46,135,153,75,149,160,195,110,192,145,199,78,71,27,24,17,27,9,0,0,0,4,73,4886
4178,82,1438,825,1371,1631,1785,1564,1644,1873,1887,1312,1106,796,1114,521,1578,4690,50,5,15,26,5,28,9,27,12,22,16,32,7,11,5,9,0,3,0,3,0,0,0,17,2377
4179,53,1205,675,892,1209,1202,1080,1121,1281,1347,961,949,677,1110,625,1038,3866,32,132,216,382,182,310,372,300,101,132,62,72,22,13,5,3,0,4,4,3,0,0,0,120,4568
4183,4,107,71,118,177,195,187,126,117,129,84,68,47,58,36,229,352,6,3,4,25,0,13,16,25,16,81,32,32,3,7,4,7,0,5,0,0,0,0,0,3,551
4184,48,411,203,746,1209,1007,564,424,317,249,125,112,54,51,46,581,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50
4205,21,283,133,348,559,591,405,386,361,362,174,138,63,76,17,633,846,15,3,0,8,13,14,9,14,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,360
4207,220,3378,1530,3132,4185,4160,3786,4087,4310,4074,2342,1737,998,1090,414,3725,12039,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,84
4208,63,1281,652,837,1063,947,1032,1205,1398,1535,1105,923,588,674,269,1139,5257,9,5,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,155
4209,164,3263,1395,2118,2298,2240,2799,3509,3771,3730,2369,1848,1073,1503,617,3246,14123,10,5,4,17,5,18,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476
4210,51,1244,622,878,1104,1053,1232,1317,1360,1532,967,839,488,677,337,1269,4508,27,9,9,12,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,475
4211,208,3806,1964,3305,4212,4145,4153,4548,4704,4544,2833,2248,1339,1593,739,4012,12447,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
4212,120,2152,934,1413,1790,1728,1754,1718,1847,1991,1359,1217,795,1228,1003,2267,4750,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,96
4213,113,1866,1117,1572,1811,1812,1832,1968,1946,1980,1355,1155,731,960,588,1949,6278,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
4214,180,2880,1385,2281,2705,2524,2607,2567,2868,2543,1621,1398,781,1156,521,2722,6490,15,6,3,6,12,8,6,24,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285
4215,264,3717,1435,3436,4361,4687,3994,3774,3655,3279,1927,1406,898,1074,565,5230,6461,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
4216,165,2352,1010,2099,3239,3246,2912,2609,2741,2675,1683,1324,841,1241,941,3151,5205,12,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
4217,233,2840,1127,2069,2674,2953,3079,2935,3013,2844,1679,1477,958,1476,1475,5291,4710,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
4218,132,1744,871,1496,2063,2241,2295,2421,2603,2564,1586,1341,932,1185,1053,2940,4403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
4220,87,1417,914,1592,2264,2495,2336,2161,2451,2345,1622,1377,876,1142,678,2393,5071,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
4221,75,1439,899,1440,1986,2207,2053,1871,1952,1944,1239,1108,725,849,420,1804,4794,12,0,3,0,4,6,3,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,289
4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
4223,38,775,519,781,1012,1048,1048,964,971,1005,646,545,332,404,284,908,2615,35,7,11,18,14,29,16,29,15,18,12,14,0,4,0,0,0,5,5,4,0,0,6,60,1394
4224,20,343,226,329,471,486,495,500,524,463,313,274,152,191,103,629,1077,44,66,63,44,19,31,32,44,29,56,29,34,4,9,0,6,0,0,0,0,0,4,0,65,1438
4225,25,349,166,465,592,825,645,593,610,555,333,257,151,203,175,1139,666,50,47,112,195,129,251,207,211,108,137,65,56,31,19,7,14,4,6,0,0,5,0,3,114,4095
4226,132,2504,1134,1725,2239,2136,2134,2231,2444,2328,1514,1204,782,1055,635,2452,5592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
4227,82,1676,823,1134,1302,1269,1308,1486,1634,1500,952,905,553,745,338,1425,4556,4,0,4,0,6,25,5,17,6,19,10,28,4,15,3,0,0,0,0,0,0,0,0,7,769
4228,13,338,219,288,355,326,328,311,357,344,261,211,122,215,128,435,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4229,3,154,58,58,15,4,7,9,6,0,4,6,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
4230,3,109,42,85,133,117,134,160,169,146,73,75,45,50,23,124,186,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
4270,16,267,105,200,287,216,235,231,267,266,201,203,111,135,60,366,781,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
4271,14,138,101,207,244,238,223,181,167,175,112,121,79,87,41,239,527,4,4,0,22,3,18,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,234
4272,21,275,167,258,418,394,312,325,246,277,162,163,127,168,89,438,770,4,0,0,8,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568
4275,18,183,113,188,245,223,230,233,217,229,167,189,88,110,32,310,652,29,14,16,40,22,42,25,30,3,13,0,3,0,0,0,0,0,0,0,0,0,0,0,43,1165
4280,67,1339,541,839,1070,881,950,1091,1220,1297,861,684,377,468,176,1024,3975,31,16,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,159
4285,63,1191,690,1167,1648,1564,1416,1283,1418,1373,824,655,377,442,173,1585,4352,35,4,7,53,94,89,136,132,42,81,44,42,7,25,9,18,0,5,6,3,0,3,0,25,918
4287,7,29,16,60,71,79,41,49,44,43,26,10,12,6,10,194,128,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
4300,224,3799,1695,2718,2727,2555,2829,3536,4219,4421,3046,2420,1489,1722,577,3294,14393,13,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,348
4301,186,2035,821,1543,1494,1464,1705,2059,2390,2100,1114,800,346,341,102,1755,7976,3,14,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,82
4303,26,245,103,306,517,324,209,279,240,183,83,53,29,36,11,427,860,4,5,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,120
4304,67,988,519,1094,1440,1560,1201,1294,1300,1228,727,513,256,265,93,1345,3416,3,11,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,62
4305,242,3572,1914,3618,4671,4754,4168,4275,4617,4527,2885,2106,1292,1329,413,4318,13843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4306,129,2181,1302,1883,2391,2117,2047,2087,2366,2589,1930,1649,1084,1380,585,2393,7690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4307,9,85,48,103,111,124,100,128,123,110,81,46,20,54,13,108,296,62,60,65,108,79,118,115,177,123,183,118,185,115,177,129,160,75,262,71,17,6,0,7,56,4516
4309,13,156,115,202,278,267,216,199,175,178,95,95,37,71,33,261,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310,26,286,200,364,606,589,424,464,421,346,212,174,88,103,61,406,972,15,5,21,26,18,40,48,78,51,107,78,113,60,93,59,63,22,110,40,19,9,6,4,19,2606
4311,38,632,342,759,996,889,743,684,675,602,367,258,145,150,50,1006,2264,53,8,12,33,29,70,77,114,98,122,112,184,70,119,61,119,53,209,83,30,17,5,8,39,4180
4312,16,191,83,236,383,266,188,149,166,137,83,41,29,38,27,222,411,0,9,7,18,6,18,29,36,12,21,21,22,10,14,11,9,6,17,8,6,0,3,0,8,1068
4313,15,153,99,204,305,223,175,143,137,111,60,44,28,26,21,170,405,24,22,66,108,45,80,112,136,102,158,132,145,75,111,60,49,18,54,10,0,3,0,0,26,3997
4340,27,326,192,352,442,471,359,353,364,329,209,199,105,106,51,497,1069,37,21,57,91,66,159,122,169,112,231,189,235,118,105,38,22,8,14,4,0,0,0,0,50,3983
4341,50,905,486,993,1421,1231,984,881,909,879,527,435,249,277,96,1197,3074,42,58,149,245,113,151,138,242,151,325,267,287,112,115,43,25,6,11,4,0,0,0,5,79,5198
4342,3,161,89,217,246,208,192,174,195,145,98,54,39,13,17,290,477,27,27,73,151,114,127,86,164,126,217,178,230,93,79,26,15,9,20,4,0,0,0,8,54,4763
4343,46,649,403,751,974,970,848,937,794,642,355,301,137,153,67,1328,2007,3,0,0,0,0,4,0,0,4,8,0,3,0,5,0,0,0,0,0,0,0,0,0,0,305
4344,5,138,91,162,210,177,180,188,178,190,104,82,49,55,24,247,560,33,7,15,45,12,34,25,56,37,79,67,97,55,103,47,54,15,37,3,0,0,0,3,26,3777
4345,3,105,77,70,17,6,19,0,0,4,0,0,0,0,0,17,5,3,8,16,20,6,24,13,23,21,72,36,11,0,5,0,0,0,0,0,0,0,0,3,8,727
4346,0,54,33,46,60,51,66,53,71,78,44,31,15,30,9,57,179,7,4,0,5,0,10,4,8,6,13,18,45,20,34,15,12,7,10,0,0,0,0,0,7,1970
4347,12,70,41,98,102,95,106,77,78,67,50,33,10,27,9,93,221,50,54,96,161,56,88,69,128,93,228,205,315,149,167,81,74,37,75,14,5,0,0,3,61,7392
4350,384,5812,3508,5896,7734,8104,7494,7769,7732,7437,4650,4096,2545,3110,1586,8247,20646,8,17,37,44,37,64,100,102,119,168,86,46,35,28,18,10,6,3,0,0,0,0,0,26,1659
4352,95,1654,1036,1405,1793,1593,1710,1708,1834,2032,1456,1324,875,1151,432,1568,6783,8,0,0,0,0,4,3,4,0,0,0,8,6,10,4,5,0,7,0,0,0,0,0,0,879
4353,10,18,9,25,20,17,24,19,21,17,6,10,4,14,3,13,60,10,0,0,4,0,5,0,3,3,6,6,17,8,16,4,9,3,3,0,0,0,0,0,3,897
4354,8,75,43,82,114,93,66,73,78,80,52,37,21,20,4,85,257,3,0,0,0,0,5,4,6,8,11,4,7,3,3,0,3,0,0,0,0,0,0,0,0,406
4355,5,126,83,187,350,381,237,154,160,126,82,51,33,39,12,168,498,0,0,0,0,0,0,0,3,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,249
4356,11,242,180,253,431,409,372,382,353,312,203,155,97,128,65,485,1097,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,3,0,0,0,0,0,0,231
4357,14,115,79,186,223,203,178,191,161,150,80,58,33,48,34,372,471,14,0,8,8,4,0,5,9,8,12,4,3,3,13,6,9,3,0,0,0,0,0,0,0,650
4358,9,127,65,106,159,122,153,149,166,156,117,92,47,51,26,186,530,6,0,0,3,3,4,3,7,4,15,0,9,0,0,0,0,0,0,0,0,0,0,0,3,334
4359,8,75,44,76,108,87,74,106,105,67,56,40,28,33,17,92,232,4,0,0,0,6,3,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,153
4360,5,36,18,41,49,52,37,49,39,35,23,19,16,13,9,37,121,67,53,76,139,65,161,240,344,191,238,132,102,31,46,16,13,0,8,3,5,0,0,0,86,5884
4361,32,134,90,198,298,239,203,177,165,136,108,68,38,43,30,233,465,22,12,49,61,50,74,86,55,61,103,93,212,116,124,88,64,16,43,13,0,0,0,4,39,4080
4362,20,129,80,164,261,285,205,162,154,145,86,56,32,46,23,173,455,10,3,7,10,4,16,8,26,15,42,57,102,53,66,36,39,11,38,12,0,0,0,0,20,2414
4363,3,46,20,34,38,33,41,38,40,40,27,26,12,18,4,65,111,10,8,4,18,6,9,9,11,7,6,10,14,13,12,11,13,10,25,13,0,0,0,0,3,1260
4364,3,21,6,12,7,9,12,14,17,19,10,11,9,3,6,14,51,17,3,0,9,6,7,5,17,13,40,47,79,40,62,31,22,9,7,5,0,0,0,5,18,2948
4365,3,35,21,39,88,51,29,38,29,15,17,6,5,5,0,51,69,0,0,0,6,0,0,0,0,0,0,3,8,3,3,5,0,0,0,0,0,0,0,0,0,132
4370,70,910,667,1259,1832,1627,1426,1472,1346,1096,589,458,247,259,139,1384,3734,54,13,3,27,23,52,25,77,41,97,65,64,22,14,4,0,0,5,0,0,0,0,0,19,3485
4371,4,42,36,59,73,69,46,71,43,35,13,18,9,11,5,56,118,21,0,3,18,9,20,5,30,31,29,29,27,9,5,0,0,0,0,0,0,0,0,0,3,1469
4372,0,6,4,12,8,16,24,18,11,11,0,0,5,0,0,13,27,11,0,0,0,0,6,3,7,4,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,430
4373,3,60,32,83,160,86,102,81,60,50,24,16,5,8,10,89,161,17,4,5,9,8,10,6,28,7,27,13,6,0,0,0,0,0,0,0,0,0,0,0,4,979
4374,4,16,14,35,35,37,28,14,28,25,3,15,6,7,4,36,43,6,4,0,3,3,4,11,14,8,10,8,3,0,0,0,0,0,0,0,0,0,0,0,0,446
4376,0,17,10,26,40,44,29,20,34,18,3,0,0,0,0,24,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
4378,3,17,19,54,58,43,49,40,35,24,13,15,6,4,0,29,91,34,11,11,20,10,18,11,21,7,12,6,0,0,0,0,0,0,0,0,0,0,0,0,5,769
4381,0,33,25,54,70,64,45,39,37,33,12,16,8,6,5,41,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4382,8,24,20,44,67,34,59,36,39,21,13,11,9,3,3,34,90,66,51,41,92,52,83,104,117,112,154,55,50,7,16,3,6,0,4,0,0,3,0,4,40,4207
4384,0,6,0,4,13,3,4,0,3,0,6,0,0,0,0,7,15,25,7,3,3,0,7,6,14,10,10,8,4,3,10,0,3,0,0,0,0,0,0,0,6,1850
4387,22,66,41,67,112,117,102,121,73,80,56,35,4,13,9,139,227,7,0,0,0,0,0,0,3,5,5,7,9,0,6,0,0,0,3,0,0,0,0,0,0,350
4388,11,29,10,37,43,43,36,12,15,21,14,4,0,4,0,30,96,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,249
4390,40,290,190,320,395,412,415,478,536,577,311,247,132,181,97,700,1553,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,169
4400,5,110,72,117,138,117,142,150,137,154,77,59,36,41,17,96,414,14,0,0,4,0,8,3,7,0,5,5,12,5,9,8,8,3,7,5,0,0,0,0,7,1759
4401,43,357,188,328,458,430,358,415,471,410,220,150,83,120,39,425,1219,12,0,0,5,5,14,14,19,10,38,41,54,30,35,4,5,0,0,0,0,0,0,0,0,1139
4402,9,25,5,21,60,31,19,23,8,6,6,5,10,4,5,22,46,18,0,7,11,7,19,17,26,14,27,25,50,25,31,16,3,0,0,0,0,0,0,0,8,1232
4403,11,25,20,48,67,55,56,57,57,55,25,22,14,18,16,73,189,31,0,5,10,8,29,27,58,31,79,57,59,9,17,11,7,0,3,0,0,0,0,0,12,3222
4404,0,20,11,23,33,22,38,40,57,47,31,20,9,13,3,53,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
4405,50,745,486,807,1005,995,855,933,1028,980,627,497,304,438,197,1173,3359,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
4406,26,101,33,94,94,91,94,95,98,100,28,50,31,18,18,157,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
4407,7,29,12,31,44,35,32,36,46,44,26,18,8,13,8,54,89,6,0,0,5,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
4408,12,35,21,31,60,62,27,39,42,37,16,20,9,8,10,61,131,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,285
4410,9,48,35,82,127,145,86,63,90,57,25,24,19,21,11,107,174,0,0,0,0,0,0,3,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,384
4411,0,13,8,14,17,21,12,9,16,26,16,10,4,10,5,28,82,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
4412,10,16,12,6,6,16,13,18,13,10,6,5,4,3,7,7,41,0,0,0,0,6,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261
4413,36,424,259,383,527,523,464,388,412,496,298,275,200,334,168,930,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
4415,15,81,57,95,125,128,125,136,132,128,77,53,44,64,33,254,441,6,0,0,0,3,9,4,13,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,5,665
4416,3,26,14,31,18,16,23,21,52,48,27,18,12,10,16,56,100,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
4417,3,32,23,38,67,44,58,50,45,43,32,17,14,13,8,50,136,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
4418,7,9,6,10,11,5,11,8,7,4,6,0,3,0,0,3,21,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
4419,14,50,25,24,33,45,54,70,66,70,47,33,37,56,40,156,133,40,12,9,20,14,35,38,71,23,30,9,4,0,0,0,0,0,0,0,0,0,0,3,11,2405
4420,22,47,48,64,86,78,77,88,87,104,48,45,24,24,26,95,226,8,3,6,6,0,6,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,221
4421,12,118,64,196,275,242,141,115,88,96,68,26,19,24,32,559,417,30,3,13,13,10,11,7,11,8,10,5,4,0,0,0,0,0,0,0,0,0,0,0,5,457
4422,6,26,11,23,45,30,25,24,26,41,11,17,8,9,9,37,121,4,3,0,0,0,9,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
4423,0,9,6,12,15,9,16,11,20,14,5,3,4,8,4,17,42,8,3,3,12,8,16,9,7,5,19,23,7,6,0,0,0,0,3,0,0,0,0,0,12,714
4424,7,8,11,6,23,25,12,16,4,12,6,9,3,5,7,18,65,9,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,142
4425,3,11,0,12,20,18,15,9,20,8,13,3,11,3,3,20,52,11,5,6,4,5,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,290
4426,4,17,3,7,13,11,6,13,8,10,0,6,0,9,0,9,21,39,10,12,20,8,27,31,46,21,34,13,13,0,0,0,0,0,0,0,0,0,0,3,15,2495
4427,9,19,4,25,17,28,19,13,20,21,14,14,3,9,9,84,57,30,14,12,28,9,25,44,96,51,39,11,7,0,3,0,5,0,0,0,0,0,0,0,18,2114
4428,9,24,13,33,65,43,39,32,41,36,41,17,12,28,18,64,146,34,64,108,172,123,222,299,459,273,346,216,175,60,66,17,26,7,14,10,7,0,0,3,84,4326
4454,11,22,12,33,45,43,52,41,50,69,23,25,17,32,12,88,125,26,38,39,64,110,161,114,146,116,271,183,188,59,49,21,19,3,18,0,0,4,0,0,50,4311
4455,47,348,235,341,409,397,499,515,596,669,486,407,234,365,155,881,1925,105,111,174,261,248,432,484,694,422,644,437,581,243,248,102,106,34,89,19,6,3,3,8,159,16384
4461,0,8,4,0,9,3,4,6,6,3,0,0,3,0,0,5,7,15,0,4,5,7,4,8,14,4,9,6,5,3,3,0,4,0,3,0,0,0,0,0,7,1342
4462,5,18,0,7,10,17,12,7,3,8,4,4,0,0,0,0,16,21,19,30,72,47,132,122,147,41,35,14,20,3,3,5,0,0,0,0,0,0,0,3,14,1730
4465,28,59,37,69,92,95,103,68,80,81,47,37,23,31,18,101,245,6,0,0,0,0,5,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255
4467,11,5,8,10,11,19,12,13,10,14,11,3,5,7,4,22,38,32,12,7,27,31,13,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,461
4468,0,10,3,17,31,27,17,18,27,16,5,5,3,6,12,19,39,29,37,3,24,23,20,21,18,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,16,642
4470,16,139,102,174,256,248,228,242,291,267,170,136,85,91,39,324,768,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
4472,24,61,48,96,143,152,111,103,92,105,41,38,24,20,14,118,242,7,0,0,0,0,4,3,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330
4474,7,6,3,7,8,9,3,11,4,3,0,0,0,3,0,9,13,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
4475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,8,22,27,21,34,39,59,23,16,5,5,0,0,0,0,0,0,0,0,0,0,0,15,1156
4477,0,30,17,24,36,48,32,38,25,39,13,10,6,11,0,42,95,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
4478,4,15,10,30,44,33,31,43,36,44,18,19,3,6,6,35,93,14,10,0,19,5,14,12,30,9,25,5,13,5,0,0,0,0,0,0,0,0,0,0,5,1114
4479,0,6,4,0,0,3,5,0,0,0,0,0,0,0,0,0,3,17,0,3,4,3,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,228
4480,11,28,17,34,41,58,49,57,61,69,49,25,16,29,8,59,154,22,11,0,0,3,7,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,626
4481,0,5,5,6,13,7,6,8,5,19,10,3,5,0,0,9,25,11,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,113
4482,0,7,0,9,6,9,20,15,14,13,7,4,0,5,0,12,17,5,0,0,5,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,286
4486,8,41,25,42,48,45,52,43,34,39,28,34,11,19,11,103,123,9,4,0,0,6,0,5,10,8,7,4,9,3,0,0,0,0,0,0,0,0,0,0,3,383
4487,20,156,77,150,218,201,211,213,236,238,150,113,63,65,39,242,702,22,8,5,20,20,31,40,53,39,38,8,9,0,5,0,0,0,3,3,0,0,0,0,15,2147
4488,5,11,13,16,20,12,19,16,29,17,5,4,6,3,4,25,47,25,4,0,9,3,9,6,24,17,27,11,22,5,9,5,4,0,0,0,0,0,0,0,9,1252
4489,0,5,4,9,11,8,7,10,3,3,4,0,6,0,6,11,12,0,0,0,0,3,5,7,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,238
4490,13,66,36,106,146,124,95,92,85,90,57,41,23,20,12,126,291,15,7,0,5,4,6,6,26,12,25,29,43,18,17,12,12,0,11,0,0,0,0,3,10,2035
4491,5,0,5,7,5,12,15,4,3,3,9,0,6,4,5,7,13,9,0,0,7,10,27,11,19,9,17,12,26,3,0,0,3,0,0,0,0,0,0,0,7,808
4492,8,12,9,3,19,10,18,22,33,26,20,17,4,11,8,30,55,3,0,0,0,0,0,3,3,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,219
4493,0,0,0,5,0,0,0,5,5,3,0,4,0,0,0,3,0,7,0,0,3,0,4,0,6,0,5,4,0,0,4,0,0,0,0,0,0,0,0,0,4,207
4494,0,3,4,8,10,3,4,16,20,12,9,5,0,3,5,10,49,12,0,5,7,20,27,12,24,23,31,19,21,3,4,3,4,3,0,0,0,0,0,0,5,1216
4496,4,17,10,18,17,7,20,7,26,18,8,5,3,8,6,22,65,24,14,17,29,23,44,30,37,39,77,50,26,10,12,4,0,0,0,0,0,0,0,0,19,1508
